Created,Caller Postcode,Noise type
04/04/2017 21:52,LS12 1,DOG BARKING
04/04/2017 21:00,LS12 1,DOG BARKING
04/04/2017 14:31,LS9 7,MUSIC
04/04/2017 04:24,LS9 8,MUSIC
04/04/2017 02:49,LS14 6,MUSIC
04/04/2017 00:55,LS4 2,MUSIC
04/04/2017 00:32,LS6 1,MUSIC
04/04/2017 00:28,LS6 3,MUSIC
04/04/2017 00:20,LS6 2,MUSIC
04/04/2017 00:15,WF3 1,OTHER
03/04/2017 23:09,LS6 1,MUSIC
03/04/2017 22:26,LS12 3,MUSIC
03/04/2017 19:52,LS7 4,MUSIC
03/04/2017 19:44,LS27 8,BUILDING SITE
03/04/2017 19:36,LS3 1,ALARM
03/04/2017 18:18,LS28 7,DOG BARKING
03/04/2017 04:48,LS7 4,MUSIC
03/04/2017 02:08,LS8 3,BANGING ON WALLS/CEILING/FLOOR
03/04/2017 01:46,LS16 7,SHOUTING
03/04/2017 01:44,LS10 3,PARTY
03/04/2017 01:10,LS11 8,DOG BARKING
03/04/2017 01:01,LS17 5,MUSIC
03/04/2017 00:36,LS17 5,MUSIC
03/04/2017 00:04,LS9 6,MUSIC
02/04/2017 23:29,LS9 6,SHOUTING
02/04/2017 23:12,LS9 7,PARTY
02/04/2017 22:37,LS27 8,DIY
02/04/2017 21:59,LS13 4,DOG BARKING
02/04/2017 21:05,LS6 2,MUSIC
02/04/2017 20:53,LS13 4,MUSIC
02/04/2017 20:03,LS13 2,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 19:56,LS11 7,MUSIC
02/04/2017 19:29,LS6 3,MUSIC
02/04/2017 17:25,LS9 7,MUSIC
02/04/2017 16:52,LS17 5,
02/04/2017 15:05,LS12 5,
02/04/2017 10:52,LS16 6,DOG BARKING
02/04/2017 10:12,LS8 4,ALARM
02/04/2017 10:00,LS28 1,
02/04/2017 09:44,LS9 7,MUSIC
02/04/2017 08:58,LS17 6,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 08:03,LS16 5,MUSIC
02/04/2017 03:27,LS8 4,PARTY
02/04/2017 01:48,LS8 3,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 01:36,LS17 7,MUSIC
02/04/2017 01:30,LS13 2,SHOUTING
02/04/2017 01:12,WF3 1,OTHER
02/04/2017 01:07,LS10 4,MUSIC
02/04/2017 00:53,LS12 3,MUSIC
02/04/2017 00:50,LS27 7,PARTY
02/04/2017 00:33,LS27 0,MUSIC
02/04/2017 00:28,LS13 2,SHOUTING
02/04/2017 00:24,LS11 0,MUSIC
02/04/2017 00:19,LS19 7,MUSIC
02/04/2017 00:04,LS4 2,MUSIC
01/04/2017 23:57,LS19 7,MUSIC
01/04/2017 23:35,LS8 2,PARTY
01/04/2017 23:32,LS7 4,MUSIC
01/04/2017 23:31,LS8 2,PARTY
01/04/2017 23:22,LS10 3,MUSIC
01/04/2017 23:22,LS13 2,PARTY
01/04/2017 23:17,LS19 7,MUSIC
01/04/2017 23:04,LS7 4,MUSIC
01/04/2017 22:40,LS13 2,BANGING ON WALLS/CEILING/FLOOR
01/04/2017 22:28,LS16 8,MUSIC
01/04/2017 22:16,LS8 5,SHOUTING
01/04/2017 22:10,LS27 7,MUSIC
01/04/2017 22:07,LS8 3,MUSIC
01/04/2017 21:45,LS12 5,MUSIC
01/04/2017 21:29,LS12 5,MUSIC
01/04/2017 21:17,LS9 7,MUSIC
01/04/2017 20:36,LS16 5,MUSIC
01/04/2017 19:44,LS10 2,MUSIC
01/04/2017 19:38,LS17 6,MUSIC
01/04/2017 19:25,LS15 7,DOG BARKING
01/04/2017 19:18,LS13 4,DOG BARKING
01/04/2017 19:10,LS6 4,MUSIC
01/04/2017 18:46,LS15 7,DOG BARKING
01/04/2017 18:34,LS27 0,OTHER
01/04/2017 18:08,LS11 0,
01/04/2017 17:51,LS10 2,
01/04/2017 17:29,LS10 4,MUSIC
01/04/2017 16:06,LS12 6,MUSIC
01/04/2017 16:02,LS10 2,
01/04/2017 15:51,LS8 4,ALARM
01/04/2017 15:40,LS8 3,
01/04/2017 14:53,LS13 4,
01/04/2017 12:47,LS25 2,MUSIC
01/04/2017 08:33,LS14 6,DOG BARKING
01/04/2017 08:18,LS11 8,BUILDING SITE
01/04/2017 07:05,LS9 7,OTHER
01/04/2017 06:53,LS6 3,MUSIC
01/04/2017 05:15,LS6 1,PARTY
01/04/2017 05:01,LS7 4,MUSIC
01/04/2017 04:56,LS12 2,MUSIC
01/04/2017 04:51,LS16 5,MUSIC
01/04/2017 03:32,LS6 2,MUSIC
01/04/2017 02:49,LS7 1,PARTY
01/04/2017 02:46,LS10 1,PARTY
01/04/2017 01:51,LS8 2,MUSIC
01/04/2017 01:35,LS4 2,PARTY
01/04/2017 01:19,LS10 4,MUSIC
01/04/2017 01:13,LS8 2,MUSIC
01/04/2017 01:09,LS9 9,PARTY
01/04/2017 00:51,LS6 2,MUSIC
01/04/2017 00:43,LS8 5,SHOUTING
01/04/2017 00:39,LS1 4,MUSIC
01/04/2017 00:35,LS11 0,MUSIC
01/04/2017 00:31,LS13 4,MUSIC
01/04/2017 00:22,LS7 2,MUSIC
01/04/2017 00:18,LS11 8,MUSIC
01/04/2017 00:07,LS13 2,PARTY
